Venue,Review ID,review,Tone,Review URL,,,Venue,Review ID,review,Tone,Review URL,,,Venue,Review ID,review,Tone,Review URL
 ShitMyReviews,,The writing and data presentation are so bad that I had to leave work and go home early and then spend time to wonder what life is about.,2,,,,,,,,,,,,,,,
ICLR,B1J_rgWRW_R1,"Perhaps an exponential number of neurons is necessary in the worst case , but it will be more interesting if the authors show that under certain conditions a polynomial size network is good enough .",3,,,,,,,,,,,,,,,
ICLR,SySpa-Z0Z_R3,""" This paper proposes an L2 norm regularization of the output of penultimate layer of the network .",3,,,,,,,,,,,,,,,
 ShitMyReviews,,I am not convinced if any clear real value of this research.,2,,,,,,,,,,,,,,,
Publons,ITEES-20-0686.R1,it is ready for publication,3,https://publons.com/wos-op/review/8722833,,,,,,,,,,,,,,
ICLR,ryZElGZ0Z_R2,Is this effective or terrible ?,3,,,,,,,,,,,,,,,
Publons,VMS3-2019-Nov-0294.R2,congratulations,5,https://publons.com/wos-op/review/9115877,,,,,,,,,,,,,,
 ShitMyReviews,,Ah-now I see a glimpse of promise in this paper,3,,,,,,,,,,,,,,,
ICLR,rkWN3g-AZ_R3,At a glance this looks like an exciting new result and I think that could mislead casual readers .,4,,,,,,,,,,,,,,,
 ShitMyReviews,,"Nothing changes in our collective research programs as a result of this work. Still, the work is well done and needs to appear somewhere in the literature.",4,,,,,,,,,,,,,,,
ICLR,Hymt27b0Z_R1,Ensemble estimation of Mutual Information .,3,,,,,,,,,,,,,,,
 ShitMyReviews,,"As it is often the case with conceptual developments, most of it doesn't make a lot of sense, in the end",3,,,,,,,,,,,,,,,
 ShitMyReviews,,This literature review is nothing more than a merry dance around the books,2,,,,,,,,,,,,,,,
ICLR,rywHCPkAW_R1,"3 Noisy Net exhibits impressive experimental results in comparison to the usual exploration heuristics for to A3C , DQN and Dueling agents .",3,,,,,,,,,,,,,,,
Publons,ITEES-20-1650.R1,"1- In P. 3, ""1) An algorithm ... "" 
 2- Revise P.4, 2nd line 
 3- The equations in P. 4 must be cited 
 4- It is not preferred to use ""above equations"" in P. 5 
 5- There are undefined symbols in the equations in P. 5 
 6- It is not preferred to use the numbers of equations / figures in the conclusion",3,https://publons.com/wos-op/review/10558794,,,,,,,,,,,,,,
 ShitMyReviews,,"I believe that there are important questions in this area, questions that have intellectual merit, but the PI has not found any to study here",4,,,,,,,,,,,,,,,
ICLR,B11bwYgfM_R1,Please refer to the paper Discovering structure in multiple learning tasks : The TC algorithm published in ICML 1996 .,5,,,,,,,,,,,,,,,
ICLR,B1CEaMbR-_R3,"Furthermore , in Section 4 a new method is proposed , that is to combine the best parts of the already existing models in the literature .",3,,,,,,,,,,,,,,,
ICLR,B17JTOe0-_R3,Dead reckoning,1,,,,,,,,,,,,,,,
ICLR,B1EVwkqTW_R1,"The writing of this paper is readable , but could be improved .",3,,,,,,,,,,,,,,,
 ShitMyReviews,,To me the question is uninteresting,2,,,,,,,,,,,,,,,
ICLR,B1D6ty-A-_R3,Concretely : Is there any known theory for such misery ?,1,,,,,,,,,,,,,,,
 ShitMyReviews,,"The entire paper reads a bit like someone who has searched around the social scientific research literature without much authentic understanding of social science, social scientific research methodology, or statistical analyses",3,,,,,,,,,,,,,,,
 ShitMyReviews,,"Did all 5 authors say,""Yes, this is a piece of work I am proud to have my name on?",1,,,,,,,,,,,,,,,
ICLR,B1nxTzbRZ_R2,All of their work is based on defogging clarity.,2,,,,,,,,,,,,,,,
ICLR,B11bwYgfM_R2,A dirty model for multi task learning,4,,,,,,,,,,,,,,,
ICLR,rywDjg-RW_R3,"The results are impressive : the proposed system synthesizes programs from a single example that generalize better than prior state of the art , and it does so ~ 50 % faster on average .",3,,,,,,,,,,,,,,,
ICLR,HypkN9yRW_R3,Is the idea that we do not want to use domain knowledge about which symbols correspond to operations vs . which correspond to numbers ?,3,,,,,,,,,,,,,,,
ICLR,rytstxWAW_R1,"Recall that for Monte Carlo type approaches to work , sampling distribution is ought to contain support of the true distribution .",3,,,,,,,,,,,,,,,
 ShitMyReviews,,The investigator is in the top 50% of his field,3,,,,,,,,,,,,,,,
 ShitMyReviews,,I was not sure exactly which problem the author is trying to solve and vice verse it was not clear to me what problem the solution is intended to solve or explorer.,2,,,,,,,,,,,,,,,
Publons,ITEES-21-1864,"The author has done a good work.But the results has to be analysed with the results from recent literature to prove the results are best. 
 ii)Fig 10(d) is repeated 
 iii)There is nowhere Fig 11(a) and Fig 11(b) marked. 
 iii)Some terms is missing in Nomenclature.It needs to be addressed. 
 Iv)A final comparative table may be included to show that the inertia emulated hydro-thermal-RDSTS system with RFB provides better dynamics over CES and SMES units.",4,https://publons.com/wos-op/review/13040761,,,,,,,,,,,,,,
ICLR,BJ8vJebC-_R2,"Out of curiosity , I ran the example ( Table 4 ) through Google Translate , and the result was gibberish .",2,,,,,,,,,,,,,,,
Publons,sensors-477368,"The Authors did not correct the manuscript regarding the minor points 5 (use of dots instead of commas for decimals should be consistent throughout the manuscript) and 6 (""Chi-Quadro Test"" shall be translated in English ""Chi-squared test"").
 

 I have no further comments.",4,https://publons.com/wos-op/review/4161791,,,,,,,,,,,,,,
ICLR,ryserbZR-_R2,""" This paper proposes a deep learning ( DL ) approach ( pre trained CNNs ) to the analysis of histopathological images for disease localization .",3,,,,,,,,,,,,,,,
 ShitMyReviews,,"I think there is a general problem with the overall goal of this study and area of research. This seems to be making data usage a critical thing people should be paying attention to. People have real issues and I am not at all sure that this one deserves attention. They have real concerns like, are they going to lose their job, where should their children go to college, should they encourage their elderly parents to move into a retirement center.",2,,,,,,,,,,,,,,,
NIPS,955,"This paper studies which properties of a distribution can be elicited in an incentive compatible way, and previous characterization shows a characterization of such properties. This paper shows that every such property can in fact be elicited by a convex loss functions. This is a very nice result. It also gives new loss functions for some of the properties.  ",4,,,,,,,,,,,,,,,
 ShitMyReviews,,The paper is ill-informed and poorly argued. It is not suitable in my view for this or any other journal.,2,,,,,,,,,,,,,,,
 ShitMyReviews,,"Concerning the discussion, again the merits of the work are downplayed to a point that it's almost pathetic!",1,,,,,,,,,,,,,,,
ICLR,ryykVe-0W_R1,"From this perspective , the presented comparison seems quite inadequate .",3,,,,,,,,,,,,,,,
ICLR,B1IDRdeCW_R3,"Some typos and minor issues are listed in the "" Cons "" part below .",3,,,,,,,,,,,,,,,
Publons,DOM-19-0797-OP.R2,I have no further comment. The manuscript looks fine.,3,https://publons.com/wos-op/review/5156352,,,,,,,,,,,,,,
ICLR,ryserbZR-_R3,""" The authors approach the task of labeling histology images with just a single global label , with promising results on two different data sets .",4,,,,,,,,,,,,,,,
ICLR,B1Gi6LeRZ_R2,Overall I believe the paper is not mature enough for publication .,2,,,,,,,,,,,,,,,
ICLR,HytSvlWRZ_R2,""" The authors propose a DNN , called subspace network , for nonlinear multi task censored regression problem .",4,,,,,,,,,,,,,,,
 ShitMyReviews,,"High was my expectation, and so much deeper was my disappointment",2,,,,,,,,,,,,,,,
ICLR,B1D6ty-A-_R2,Could the authors justify why minimizing w.r.t . W 1 is still a quasi convex optimization problem ?,4,,,,,,,,,,,,,,,
ICLR,B18WgG-CZ_R2,The main results of the paper stem from a combination of a few ideas that were ripe for combination,3,,,,,,,,,,,,,,,
 ShitMyReviews,,The discussion is inappropriate and the new content is generally poorly written,4,,,,,,,,,,,,,,,
ICLR,B12Js_yRb_R1,I recommend reject .,4,,,,,,,,,,,,,,,
ICLR,HyrCWeWCb_R3,Authors claimed that it satisfies the multi step path consistency but the derivation is missing .,4,,,,,,,,,,,,,,,
NIPS,9,"This submission is pretty out of my expertise. I just carefully read the intro part and feel it is well written. One question: you show a nice regret upper bound. It will be nicer if you can show some hardness result (lower bound). In that way, the audience knows better how to appreciate the tightness of your results.",4,,,,,,,,,,,,,,,
 ShitMyReviews,,N/A. (Full review text),2,,,,,,,,,,,,,,,
ICLR,Hymt27b0Z_R2,"Since I cant find it , I assume it does not exist .",2,,,,,,,,,,,,,,,
ICLR,ryazCMbR-_R1,But I have the impression the authors completely miss the state of the art in channel coding and the results are completely useless for any current communication system .,3,,,,,,,,,,,,,,,
ICLR,Hymt27b0Z_R1,The para after theorem 1 on the compression lemma doesnt add much .,3,,,,,,,,,,,,,,,
 ShitMyReviews,,You have put in a lot of effort answering a question that should have never been asked,2,,,,,,,,,,,,,,,
ICLR,HyrCWeWCb_R2,Another issue is the discussion of the entropy regularization in the objective function .,3,,,,,,,,,,,,,,,
ICLR,ryserbZR-_R2,It also correctly identifies that this is a daunting task for human medical experts and therefore one that could surely benefit from the use of automated methods like the ones proposed .,5,,,,,,,,,,,,,,,
 ShitMyReviews,,"If philosophy of science was not taught in the author's doctoral program, (s)he needs to go back and dope slap his/her major professor.",1,,,,,,,,,,,,,,,
ICLR,HytSvlWRZ_R1,"- Contrarily to what is stated in the introduction , the loss functions proposed in page 3 ( first two formulas ) only accounts for the lower bound of the predicted variables .",3,,,,,,,,,,,,,,,
ICLR,HytSvlWRZ_R1,"In particular , due to the nonlinear nature of ( 1 ) , all the competing linear models are expected to perform poorly in this kind of setting .",3,,,,,,,,,,,,,,,
Publons,DOM-19-0634-RA.R3,The manuscript is now much clearer. Thank you.,5,https://publons.com/wos-op/review/5044081,,,,,,,,,,,,,,
NIPS,16,"The paper proposes a deep network for image super-resolution using res-clique blocks, already existing in the literature. It is a fairly direct application of the original clique architecture, but seems like a good choice of architecture. The clique blocks are used in two different roles: feature extraction and upsampling.  The quantitative and qualitative results show good performance compared with existing baselines. ",4,,,,,,,,,,,,,,,
Publons,DOM-20-1027-OP.R1,This reviewer thanks the authors for their hard work. This reviewer has no further queries.,5,https://publons.com/wos-op/review/9833080,,,,,,,,,,,,,,
ICLR,HypkN9yRW_R2,There are only 3 curves ( instead of 4 ) in Figure 3 .,3,,,,,,,,,,,,,,,
ICLR,B14uJzW0b_R2,"I also appreciate the effort of developing theoretical results for deep learning , even though the current results are restrictive to very simple NN architectures .",4,,,,,,,,,,,,,,,
 ShitMyReviews,,This is depressing! So much work with so little science,1,,,,,,,,,,,,,,,
ICLR,B11bwYgfM_R1,The combination of the two parts seems a bit incremental and does not bring much novelty .,3,,,,,,,,,,,,,,,
ICLR,ryQu7f-RZ_R3,It is a bit confusing .,3,,,,,,,,,,,,,,,
ICLR,B1mvVm-C-_R1,This crap isnt too surprising .,1,,,,,,,,,,,,,,,
 ShitMyReviews,,"I have started reading this paper with great interest, but as I progressed in reading my interest has decreased significantly.",2,,,,,,,,,,,,,,,
 ShitMyReviews,,"Publishable, but why?",2,,,,,,,,,,,,,,,
ICLR,Hyp3i2xRb_R1,- It seems from Figure 4 ( a ) that the average estimation error is higher for RIN than IRNN and LSTM and only decrease toward zero at the very end .,3,,,,,,,,,,,,,,,
 ShitMyReviews,,"This manuscript uses half of the available pages, and fails to explain what has been done, how and why",3,,,,,,,,,,,,,,,
ICLR,B17JTOe0-_R3,The manuscript is not written in a way that is suitable for the target ICLR audience,4,,,,,,,,,,,,,,,
 ShitMyReviews,,"I believe that the authors have done scientific work, but in the current form of the paper it is impossible to judge it.",3,,,,,,,,,,,,,,,
ICLR,B13njo1R-_R3,Please say in the main text that details in terms of architecture and so on are given in the appendix .,5,,,,,,,,,,,,,,,
 ShitMyReviews,,"Theories can be meaningful when they can explain phenomenon. If theories exist for themselves, they may be play of language.",2,,,,,,,,,,,,,,,
 ShitMyReviews,,"This paper is under-referenced, conceptually impoverished, and poorly written",2,,,,,,,,,,,,,,,
ICLR,B13njo1R-_R3,I find the paper lacking a lot of details and to some extend confusing .,3,,,,,,,,,,,,,,,
ICLR,rytstxWAW_R1,"First node can be any of the { 1,2,3 } , second node given first ( suppose first node is 2 ) is restricted to { 1,3 } .",3,,,,,,,,,,,,,,,
Publons,DOM-20-1051-OP,"Nicely done and extremely useful to any drug development organization with an asset targeted for NAFLD. 
  
 The analysis could be used to design and validate a Phase 2b, or possibly, a Phase 3 registration trial. 
  
 It is unlikely any pharma development organization could access, compile and analyze the information from the 4 trials in this way and would have to speculate on variability and effect size in order to proceed to Proof of Principle with a development asset.",4,https://publons.com/wos-op/review/9043696,,,,,,,,,,,,,,
 ShitMyReviews,,"This is a nicely done paper but the sample is small, the measures uninformative, and the findings have only very weak relevance to policy or practice. Nothing much one can do about these flaws.",3,,,,,,,,,,,,,,,
 ShitMyReviews,,"Although this study, an original work and repetition of earlier feature of these studies is similar. Writing language is quite a lot of grammatical errors",4,,,,,,,,,,,,,,,
 ShitMyReviews,,This would seem to constitute the very minimum basic scientific requirement for attempting to publish a body of (unoriginal) data,3,,,,,,,,,,,,,,,
 ShitMyReviews,,The authors should discard the data and collect it again properly.,2,,,,,,,,,,,,,,,
 ShitMyReviews,,"In my feeling, no attempt has been made to create a coherent manuscript. The repetitions throughout the text and other deficiencies are so obvious that I suspect that none of the authors had ever read it from the beginning to the end.",2,,,,,,,,,,,,,,,
ICLR,SySisz-CW_R2,"Some interesting results are obtained , such as "" enforcing more independence between successive layers of generators may lead to better performance and modularity of these architectures "" .",3,,,,,,,,,,,,,,,
 ShitMyReviews,,"This paper reads like a woman's diary, not like a scientific piece of work",1,,,,,,,,,,,,,,,
ICLR,B18WgG-CZ_R1,"Did the authors replicate the results of those methods themselves , or report them from other papers ?",4,,,,,,,,,,,,,,,
ICLR,rytNfI1AZ_R2,"Additionally , for practical applications , methods like weight pruning might be more promising since they reduce both the memory load and the computational load .",4,,,,,,,,,,,,,,,
ICLR,rywHCPkAW_R1,2 Noisy Net reduces the number of hyperparameters .,3,,,,,,,,,,,,,,,
 ShitMyReviews,,This is a paper struggling not to die,3,,,,,,,,,,,,,,,
 ShitMyReviews,,I showed this paper to my nurses and they agreed there was nothing new reported here.,2,,,,,,,,,,,,,,,
 ShitMyReviews,,"The research claims these phenomena are ""understudied,â€ as though there is some amount of study they should endure.",2,,,,,,,,,,,,,,,
 ShitMyReviews,,"The ms comes over very much like a group of old wise men sitting around mulling over the terrible state of the world, and opening their hands and saying: well, what can we do about all these terrible things around us",1,,,,,,,,,,,,,,,
ICLR,HymYLebCb_R1,This can then be fed into a classifier .,3,,,,,,,,,,,,,,,
ICLR,B1IDRdeCW_R1,Perhaps it should be clarified in the text that u are the weights .,2,,,,,,,,,,,,,,,
 ShitMyReviews,,My argument against it as a full paper is that it makes an incremental contribution to the state of the science.,4,,,,,,,,,,,,,,,
 ShitMyReviews,,"I really don't like to be harsh in my reviews, but ...",4,,,,,,,,,,,,,,,
ICLR,Hyp3i2xRb_R3,There is no ( multiplicative ) gating as in Highway Networks .,3,,,,,,,,,,,,,,,
ICLR,HymuJz-A-_R2,This will give the people working on ( e.g . ) CNN+RN somewhat more incentive to try out the current papers benchmarks and either improve their architecture or show that the the existing one would have totally worked if only tried correctly .,3,,,,,,,,,,,,,,,
ICLR,SySpa-Z0Z_R2,"From practical perspective : Activation norm penalties are well known objects , used for many years ( L1 activation penalty for at least 6 years now , see "" Deep Sparse Rectiufb01er Neural Networks "" ; various activation penalties , including L2 , changes in L2 , etc . in Krueger Ph D dissertation ) .",3,,,,,,,,,,,,,,,
Publons,DOM-19-0690-RA,"This is a well conducted and interesting review on a hot topic in diabetes. 
  
 Therefore, I would like to congratulate the authors for the efforts put forward in this paper. 
  
 I have just one minor comment I hope the authors will consider to improve the manuscript: 
  
 In line with editorial guidelines, I would like to suggest a summary box with the main highlights which could be helpful for the readers.",5,https://publons.com/wos-op/review/4850589,,,,,,,,,,,,,,
 ShitMyReviews,,"Generally, some extra clarification might be nice to improve clarity...",5,,,,,,,,,,,,,,,
ICLR,rywHCPkAW_R3,"My second concern is that I find the title and overall discussion in the paper potentially misleading , by focusing only on the exploration part of the proposed algorithm ( s ) .",3,,,,,,,,,,,,,,,
ICLR,HylgYB3pZ_R3,"However , the connection between angle bias and the issue of gradient vanishing lacks a clear analytical connection .",3,,,,,,,,,,,,,,,
ICLR,HyrCWeWCb_R2,I guess it was softmax probability .,2,,,,,,,,,,,,,,,
 ShitMyReviews,,Several books that are cited but there is no evidence that they have ever been studied and understood.,3,,,,,,,,,,,,,,,
NIPS,147,"The paper focuses on developing CNN that is usable at mobile devices. The authors believe that the main problem of massive parameters comes from the convolutional filter, and they introduce spatial- and channel-based versatile filters. Experiments are also well designed, results (especially Table 4) verify the claims raised by the authors. I think it is a neat article, which is acceptable.",4,,,,,,,,,,,,,,,
ICLR,rywHCPkAW_R3,- What is the justification for using epsilon instead of epsilon in eq .,3,,,,,,,,,,,,,,,
 ShitMyReviews,,"Your content is stellar, and your writing is excellent. However, you should consider hiring an editor for subsequent revisions before submitting again.",2,,,,,,,,,,,,,,,
NIPS,853,"Most methods used for estimating causal quantities from observational data relf on unconfoundedness i.e. there exist no unobserved confounders between treatment and outcome. In reality however, this assumption is rarely satisfied. Assuming that unconfoundedness holds (when it doesnât) can create major complications in sensitive applications such as medicine. This paper develops a framework for policy improvement that works well in the presence of confounding. ",4,,,,,,,,,,,,,,,
ICLR,B16yEqkCZ_R1,It would therefore be interesting to see some long running experiments and analyse how often catastrophic states ( or those close to them ) are visited .,4,,,,,,,,,,,,,,,
 ShitMyReviews,,"A good deal of effort has been expended here, but to what end?",2,,,,,,,,,,,,,,,
ICLR,rypT3fb0b_R3,"Minor point : - p.5 , in the definition of prox Q ( epsilon ) , the subscript for the argmin should be nu , not theta .",3,,,,,,,,,,,,,,,
ICLR,B12Js_yRb_R1,The paper didnt study what is the recall of the proposals and how sensitive the threshold is .,4,,,,,,,,,,,,,,,
 ShitMyReviews,,"I appreciated how the author seemingly had in mind that a goodly percentage of
 
 
 the readership are not native speakers, so anything too academic
 
 
 or erudite might be lost on them.",3,,,,,,,,,,,,,,,
ICLR,B1EGg7ZCb_R1,"The paper is quite poorly written in places , has poor formatting, and is highly inadequate in its treatment of related work as if any efforts were put to work .",3,,,,,,,,,,,,,,,
ICLR,SySpa-Z0Z_R1,Maybe discuss it and the differences ( if any ) in the related work section ?,3,,,,,,,,,,,,,,,
Publons,Prot-00335-2020.R1,My questions have been carefully answered or discussed.,3,https://publons.com/wos-op/review/10495539,,,,,,,,,,,,,,
ICLR,HytSvlWRZ_R3,"In Section 4.2 , the real dataset is rather small thus the results on this small dataset were not convincing enough .",3,,,,,,,,,,,,,,,
ICLR,B18WgG-CZ_R1,I feel the motivation for this is lacking .,2,,,,,,,,,,,,,,,
NIPS,138,This paper is well written. The proposed idea is sound. Introducing memory augmented encoder-decoder is interesting work.,4,,,,,,,,,,,,,,,
 ShitMyReviews,,"The paper is blithely silent on the kinds of issues that occupy yards of library shelf-space, [and goes] well beyond what is warranted by the data.",4,,,,,,,,,,,,,,,
 ShitMyReviews,,"Unless and until more appropriate methods are employed, it is impossible to judge the claims of the authors although, based on previous results, there is real reason to believe that the claims may pan out in some generic sense.",3,,,,,,,,,,,,,,,
 ShitMyReviews,,"There is potentially an interesting essay to be written about [x], but this one isn't it",2,,,,,,,,,,,,,,,
 ShitMyReviews,,Perhaps what you have written is deflating.,1,,,,,,,,,,,,,,,
ICLR,B1G6uM0WG_R2,"Meanwhile , the evaluation could be improved with the use of a better baseline ( e.g . , using an existing planning framework such as a predictive RRT that plans to the goal ) .",3,,,,,,,,,,,,,,,
Publons,IGJPS-2020-MSA-0344,"Minor corrections may be required.
 
 Reference style may be required as per guideline.",3,https://publons.com/wos-op/review/7824638,,,,,,,,,,,,,,
ICLR,HymYLebCb_R1,This is a little too unprincipled for my taste .,3,,,,,,,,,,,,,,,
ICLR,Hyp3i2xRb_R2,4 . The experimental results are not convincing .,3,,,,,,,,,,,,,,,
 ShitMyReviews,,"Your piece is very well written and researched. I think the is interesting, but not particularly useful.",2,,,,,,,,,,,,,,,
 ShitMyReviews,,"Overall, the superheated sense of justification and self-advertising on display here are simply demeaning.",2,,,,,,,,,,,,,,,
 ShitMyReviews,,"Line 156-160; this is the only correct, sensible and interesting finding of the paper.",3,,,,,,,,,,,,,,,
 ShitMyReviews,,"Returning to the introduction, the study rationale is unclear, the exact research question to be addressed poorly delineated and the overall motivation for the study poorly linked to the literature summary and aims of the study.",4,,,,,,,,,,,,,,,
Publons,ITEES-20-1671.R1,The current version of paper is suitable for the further processes of publication.,4,https://publons.com/wos-op/review/10334908,,,,,,,,,,,,,,
ICLR,ryykVe-0W_R3,Two methods are proposed for drawing samples from the products of marginals .,3,,,,,,,,,,,,,,,
ICLR,rytstxWAW_R1,"In the probabilistic framework defined by the authors it is impossible to cover domain of P , unless whole V is observed .",3,,,,,,,,,,,,,,,
ICLR,HytSvlWRZ_R1,"Differently from previous applications of machine learning in neurodegeneration modeling , the proposed approach models the clinical data accounting for the bounded nature of cognitive tests scores .",4,,,,,,,,,,,,,,,
 ShitMyReviews,,You were either in a rush or you do not care too much about getting your paper accepted,2,,,,,,,,,,,,,,,
ICLR,B1EVwkqTW_R2,I am not sure why you do not evaluate on mini imagenet as well as most work on few shot learning generally do .,2,,,,,,,,,,,,,,,
ICLR,ryserbZR-_R1,"So , the main contribution here , is to adapt min max MIL to the histology domain .",3,,,,,,,,,,,,,,,
 ShitMyReviews,,"This is clearly a submission that needs to be shredded, burned, and the ashes buried in multiple locations",1,,,,,,,,,,,,,,,
 ShitMyReviews,,This paper is written.,3,,,,,,,,,,,,,,,
ICLR,rytstxWAW_R1,I would appreciate if authors were more upfront about the challenges of the problem they formulated and limitations of their results .,4,,,,,,,,,,,,,,,
ICLR,HymuJz-A-_R2,Quality : Im intrigued by but a little uncomfortable with the generalization metrics that the authors use .,2,,,,,,,,,,,,,,,
ICLR,BJDEbngCZ_R2,""" I find this paper not suitable for ICLR .",4,,,,,,,,,,,,,,,
ICLR,HylgYB3pZ_R3,"In Figure ( 7 ) , LCW seems to avoid gradient vanishing but introduces gradient exploding problem .",3,,,,,,,,,,,,,,,
ICLR,rk3pnae0b_R2,"However , as I pointed out above , there are several weaknesses in the paper .",3,,,,,,,,,,,,,,,
 ShitMyReviews,,I do not believe or trust the data presented or the underlying thesis.,2,,,,,,,,,,,,,,,
ICLR,SySpa-Z0Z_R1,A couple of things that could be improved : - The abstract claims to ground the ANR in the variational dropout framework .,4,,,,,,,,,,,,,,,
 ShitMyReviews,,I suggest you consult a competent statistical advisor.,2,,,,,,,,,,,,,,,
ICLR,SyUkxxZ0b_R1,"Also , the term epsilon norm ball is not commonly used in adversarial literature , and the only reference to such papers is Madry et al , ( 2017 ) , which is only on Ar Xiv and not widely known if these types of adversarial examples are often studied as claimed , there should be other / more established references to cite here .",3,,,,,,,,,,,,,,,
Publons,IGJPS-2020-MSA-0332,minor corrections may be required.,3,https://publons.com/wos-op/review/7699619,,,,,,,,,,,,,,
ICLR,B16yEqkCZ_R1,"The paper also does not compare to any other techniques that attempt to deal with catastrophic forgetting and/or the changing state distribution ( [ 1,2 ] ) .",3,,,,,,,,,,,,,,,
Publons,JCOP-21-038.R1,The manuscript incorporates the requirements indicated in the first evaluation. I consider that it is in publication conditions,3,https://publons.com/wos-op/review/11795381,,,,,,,,,,,,,,
ICLR,Hyp3i2xRb_R3,It also achieves a very good performance on sequential and permuted MNIST and achieves SOTA performance on b Ab I .,4,,,,,,,,,,,,,,,
 ShitMyReviews,,Also more information is needed for the reader to be able the information on the standardized changes that is presented afterwards.,3,,,,,,,,,,,,,,,
NIPS,342,"The authors investigate the problem of graph reconstruction via random walks when partial information about node similarities is observed. The problem is very interesting from a data privacy perspective. The paper is well-written, clearly organized, and interesting. Having said that, I am not very well versed in the graph reconstruction or privacy literature, and feel that I cannot comment on the significance or originality of the work.",2,,,,,,,,,,,,,,,
ICLR,B1Gi6LeRZ_R2,The usefulness of the BC technique is proven to a certain extent ( see paragraph below ) but there is not comparison with state of the art .,3,,,,,,,,,,,,,,,
ICLR,HytSvlWRZ_R3,"3 . In synthetic data experiments ( Table1 ) , only small margins could be observed between SN , f MLP and rf MLP , and only Layer 1 of SN performs better above all others .",3,,,,,,,,,,,,,,,
ICLR,ryserbZR-_R3,"I would assume that experimental conditions ( training data , preprocessing , optimization , size of ensemble ) are kept constant in between those two comparisons ?",2,,,,,,,,,,,,,,,
 ShitMyReviews,,A classic instance of reinvention of the square wheel.,2,,,,,,,,,,,,,,,